"ID","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","Accounts","Adjustment","Target"
2824467,35,NA,"Yr9","Divorced",NA,59754.02,NA,0,38,"UnitedStates",0,0
2825495,41,"Private","College","Married","Sales",54859.46,"Male",0,50,"UnitedStates",4682,1
2826287,58,"PSState","Doctorate","Absent","Executive",55192.29,"Female",0,43,"UnitedStates",4294,1
2826457,32,"Private","Vocational","Married","Repair",56294.59,"Male",0,45,"UnitedStates",0,0
2826660,24,"Private","College","Unmarried","Professional",197083.04,"Male",0,54,"UnitedStates",0,0
2826984,60,"Private","Yr10","Divorced","Farming",91537.75,"Male",0,48,"UnitedStates",0,0
2827336,40,"Private","Yr9","Divorced","Service",123261.76,"Female",0,40,"UnitedStates",0,0
2827589,46,"Private","Vocational","Married-spouse-absent","Repair",237538.59,"Male",0,40,"UnitedStates",0,0
2827998,38,"Private","Yr9","Married","Farming",31294.57,"Male",0,54,"Mexico",0,0
2828372,24,"Private","Bachelor","Married","Professional",33463.69,"Male",0,30,"UnitedStates",0,0
2828386,24,"Private","HSgrad","Absent","Executive",219316.78,"Male",0,40,"UnitedStates",0,0
2828619,58,"Consultant","HSgrad","Divorced","Farming",82384.18,"Female",0,10,"UnitedStates",0,0
2829216,42,"Private","HSgrad","Absent","Repair",87886.9,"Male",0,40,"UnitedStates",0,0
2829260,42,"SelfEmp","Bachelor","Married","Executive",35101.79,"Male",0,45,"UnitedStates",7245,1
2829272,40,NA,"HSgrad","Married",NA,99652.9,"Female",0,35,"UnitedStates",9667,1
2829688,18,"Private","HSgrad","Absent","Service",100649.55,"Male",0,20,"UnitedStates",0,0
2830104,27,"Private","College","Absent","Repair",NA,"Male",1250.66666666667,45,"Cambodia",0,0
2830331,35,"Private","HSgrad","Divorced","Support",146818.69,"Female",0,40,"UnitedStates",0,0
2831616,51,"Private","Associate","Divorced","Executive",129439.44,"Male",0,55,"Germany",0,0
2831922,55,"Consultant","Bachelor","Married","Executive",274202.11,"Female",0,25,"UnitedStates",0,0
2833411,41,"PSFederal","College","Absent","Protective",170976.51,"Male",0,40,"UnitedStates",0,0
2834687,57,"Private","Master","Absent","Professional",30899.36,"Male",0,80,"UnitedStates",0,0
2834903,32,"SelfEmp","Professional","Married","Professional",15375.44,"Male",0,40,"UnitedStates",0,1
2835573,34,"Private","Bachelor","Absent","Executive",57242.75,"Male",0,40,"UnitedStates",0,0
2835582,44,"Private","Yr7t8","Married","Machinist",34920.32,"Male",0,40,"UnitedStates",0,0
2836429,34,"PSLocal","Master","Absent","Professional",15989.96,"Female",0,40,"UnitedStates",0,0
2837335,39,"Consultant","College","Married","Service",337397.75,"Female",0,15,"UnitedStates",15650,1
2838053,38,"PSLocal","College","Absent","Service",55784.36,"Male",0,12,"UnitedStates",0,0
2838724,40,"Private","HSgrad","Married","Sales",312836.93,"Female",0,30,"UnitedStates",0,0
2838741,21,NA,"College","Absent",NA,239524.37,"Female",0,40,"UnitedStates",0,0
2839214,24,"Private","Bachelor","Absent","Professional",235811.02,"Male",0,40,"UnitedStates",0,0
2839341,51,"Private","Master","Married","Sales",36820.1,"Male",0,40,"UnitedStates",4803,1
2839777,59,"Private","HSgrad","Married","Transport",64745.72,NA,0,50,"UnitedStates",0,0
2839989,20,"Private","HSgrad","Absent","Service",42736.78,"Female",0,40,"Mexico",0,0
2840014,50,"Private","HSgrad",NA,"Repair",28932.55,"Male",0,40,"UnitedStates",6892,1
2842832,31,"Private","Bachelor","Married","Clerical",26483.93,"Male",0,50,"UnitedStates",7298,1
2843473,31,"Private","HSgrad","Absent","Clerical",179463.49,"Female",0,40,"UnitedStates",0,0
2844232,44,"Private","College","Married","Sales",36852.67,"Male",0,50,"UnitedStates",0,0
2845050,80,"Consultant","Yr7t8","Widowed","Farming",82713.3,"Male",0,35,"UnitedStates",0,0
2845165,34,"Private","Master","Absent","Sales",222754.17,"Male",0,60,"UnitedStates",1217,1
2845240,39,"Private","Professional","Married","Sales",52665.86,"Male",2415,99,"UnitedStates",2174,1
2845361,38,"Private","College","Married","Repair",19635.3,"Male",0,40,"UnitedStates",7688,1
2845418,37,"Private","Vocational","Divorced","Machinist",44392.95,"Female",0,30,"UnitedStates",0,0
2845577,33,"Private","HSgrad","Married","Cleaner",13581.17,"Male",0,35,"India",0,0
2845648,37,"Private","Yr11","Divorced","Farming",110425.9,"Male",0,40,"UnitedStates",0,0
2846229,40,"Private","Bachelor","Married","Executive",28184.92,"Male",0,40,"UnitedStates",6289,1
2846533,62,"Private","College","Widowed","Executive",23422.83,"Female",0,16,"UnitedStates",0,0
2848303,28,"Private","Bachelor","Absent",NA,115432.05,"Female",938.666666666667,40,NA,0,0
2848346,40,"Private","Vocational","Married","Cleaner",53331.35,"Male",0,40,"UnitedStates",0,0
2848462,43,"Private","College","Married-spouse-absent","Service",2928.57,"Female",0,40,"UnitedStates",0,0
2848582,23,"Private","Associate","Married","Service",344467.07,"Female",0,40,"Malaysia",0,0
2849366,35,"Private","HSgrad","Married-spouse-absent","Clerical",211965.26,"Female",0,40,"UnitedStates",0,0
2849688,38,"Private","Yr11","Married","Repair",8046.78,"Male",0,40,"UnitedStates",0,0
2849748,21,"Private","HSgrad","Absent","Machinist",61984.75,"Male",0,50,"UnitedStates",0,0
2849793,37,"Private","Yr10",NA,"Executive",135965.93,"Female",0,35,"UnitedStates",0,0
2849986,41,"Private","Vocational","Married","Support",158291.05,"Female",0,38,"UnitedStates",4556,1
2850298,29,"Private","HSgrad","Absent","Support",69711.25,"Male",0,42,"UnitedStates",0,0
2850472,70,NA,"Bachelor","Divorced",NA,38834.31,"Female",0,7,"UnitedStates",0,0
2851249,34,"Private","College","Absent","Executive",38479.29,"Female",0,17,"UnitedStates",0,0
2851254,34,"Private","Bachelor","Absent","Professional",45258.19,"Female",0,40,"UnitedStates",0,0
2851372,33,NA,"Doctorate","Married","Professional",54660.68,"Male",0,40,"Cuba",1353,1
2851969,88,"Private","College","Divorced","Clerical",212523.59,"Female",0,40,"UnitedStates",0,0
2853360,51,"SelfEmp",NA,"Married","Executive",42989.62,"Male",0,25,"UnitedStates",0,0
2853361,19,"Private","HSgrad","Absent","Clerical",173706.87,"Female",0,35,"UnitedStates",0,0
2853708,40,"Private","HSgrad","Married","Clerical",29402.83,"Male",0,40,"UnitedStates",0,0
2854386,20,"Private","HSgrad","Absent","Sales",59764.79,"Female",0,32,"UnitedStates",0,0
2854549,34,"Private","College","Unmarried","Executive",246470.03,"Female",0,40,"UnitedStates",0,0
2854848,42,"Private","College","Married","Executive",64903.4,"Male",0,40,"Malaysia",0,0
2855423,27,"PSState","College","Absent","Support",96873.25,"Female",0,80,"UnitedStates",0,0
2855458,19,"Private","HSgrad","Absent","Cleaner",150991.37,"Male",0,40,"UnitedStates",0,0
2855559,41,"Private","Yr5t6","Divorced","Service",118736.41,"Female",0,40,"Malaysia",0,0
2855592,20,"Private","College","Absent","Clerical",151653.83,"Female",0,40,"UnitedStates",0,0
2855921,40,"Private",NA,"Unmarried","Sales",49270.87,"Female",0,40,"UnitedStates",0,0
2857083,47,"Consultant","HSgrad","Married","Farming",32934.89,"Male",0,35,"UnitedStates",0,0
2857169,33,"Private","Yr5t6","Absent","Service",140354.4,NA,0,40,"Mexico",0,0
2857324,53,"Consultant","Professional","Married","Professional",35809.93,"Male",0,38,"UnitedStates",18770,1
2857631,55,"PSLocal","Master","Widowed","Professional",125052.69,"Female",0,50,"UnitedStates",0,0
2857896,30,"Private","College","Absent","Service",79653.12,"Female",0,40,"UnitedStates",0,0
2858172,17,NA,"Yr11","Absent",NA,54263.86,"Female",0,20,"UnitedStates",0,0
2858446,51,"Private","College","Married","Sales",796.48,"Male",0,40,"UnitedStates",0,0
2858522,73,"Private","Yr10","Widowed","Service",60672.83,"Female",0,10,"UnitedStates",0,0
2858620,30,"Private","Bachelor","Married","Executive",41055.58,"Male",0,45,"UnitedStates",15016,1
2858844,70,"SelfEmp","College","Married","Executive",54654.83,"Male",0,30,"UnitedStates",0,0
2859208,40,"Private","Bachelor","Married","Support",51494.27,"Male",0,40,NA,8847,1
2859685,32,"Private","College","Married","Executive",37123.19,"Male",0,40,"UnitedStates",9035,1
2860076,34,"PSLocal","Bachelor","Married","Professional",17228.52,"Male",1367.33333333333,40,"UnitedStates",0,0
2860359,25,"Private","HSgrad","Absent","Transport",58702.25,"Male",0,78,"UnitedStates",0,0
2860758,37,"Consultant","HSgrad","Divorced","Repair",109580.43,"Male",0,50,"UnitedStates",0,0
2861034,53,"Private","College","Married","Repair",49639.5,"Male",0,40,"Guatemala",0,0
2861412,40,"Private","Vocational","Married","Professional",55494.72,"Male",0,40,"UnitedStates",NA,1
2861648,37,"Private","Bachelor","Unmarried","Executive",134733.84,"Female",0,40,"UnitedStates",0,0
2862541,39,"Private","College","Divorced","Support",48080.95,"Female",0,40,"Poland",0,0
2863023,26,NA,"HSgrad","Absent","Machinist",169576.7,"Female",0,40,"UnitedStates",0,0
2863038,50,"SelfEmp","Bachelor","Married","Executive",42819.95,"Male",0,50,"Japan",7688,1
2863340,61,"Private","HSgrad",NA,"Repair",40545.9,"Male",0,40,"UnitedStates",0,0
2863784,33,"Private","HSgrad","Divorced","Machinist",52634.44,"Female",0,40,"UnitedStates",0,0
2864009,29,"Private","Professional","Absent","Professional",45292.34,"Male",0,55,"UnitedStates",0,0
2864552,45,"Private","Bachelor","Married","Support",35027.07,"Male",0,50,"UnitedStates",8047,1
2866809,23,"Private","HSgrad","Married","Executive",36961.09,"Male",0,30,"UnitedStates",0,0
2867042,40,"PSFederal","Bachelor","Absent","Professional",10799.37,"Female",0,45,"UnitedStates",0,0
2867276,32,"Private","HSgrad","Divorced","Repair",63626.87,"Male",0,40,"UnitedStates",0,0
2867598,NA,NA,"HSgrad","Unmarried",NA,105337.12,"Female",0,40,"UnitedStates",0,0
2869268,19,"Private","College","Absent","Sales",154660.79,"Female",0,22,"UnitedStates",0,0
2869311,49,"Consultant","College","Married","Executive",45407.07,"Male",0,40,"UnitedStates",0,0
2869393,45,"Private","Associate","Divorced","Repair",39237.26,"Female",0,55,"UnitedStates",0,0
2870164,35,"Private","Associate","Married","Clerical",415388.51,"Female",0,40,"UnitedStates",0,0
2870615,65,NA,"Vocational","Married",NA,NA,"Female",0,56,"UnitedStates",936,1
2871439,32,NA,"College","Absent",NA,267029.14,"Female",0,40,"UnitedStates",0,0
2872880,33,"Private","Bachelor","Married","Machinist",45698.3,"Male",0,40,NA,0,0
2873024,39,"Private","College","Divorced","Clerical",45989.12,"Female",0,45,"UnitedStates",0,0
2874299,64,"Consultant","HSgrad","Married","Repair",851.74,"Male",0,24,"Italy",0,0
2875137,46,"Private","HSgrad","Married","Transport",16571,"Male",0,44,"UnitedStates",15024,1
2875755,35,"Private","HSgrad","Divorced","Repair",155051.17,"Male",0,40,"UnitedStates",0,0
2875803,20,"Private","Yr12","Absent","Service",148278.89,"Male",0,35,"UnitedStates",0,0
2876067,19,"Private",NA,"Absent","Service",119390.53,"Female",0,15,"UnitedStates",NA,0
2876737,22,"Consultant","College","Absent","Professional",95369.46,"Female",0,3,"UnitedStates",0,0
2876748,39,"PSFederal","Professional","Absent","Professional",62497.27,"Male",0,55,"UnitedStates",3230,1
2876935,47,"Private","Bachelor","Absent","Executive",NA,"Female",0,45,"UnitedStates",0,0
2878161,52,"Private","Yr5t6","Absent","Cleaner",69333.26,"Male",0,50,"UnitedStates",0,0
2878215,27,"Private",NA,"Married","Farming",38994.01,"Male",0,40,"Mexico",0,0
2878363,NA,"Private","College",NA,"Professional",188841.08,"Female",0,37,"UnitedStates",0,0
2878755,42,"PSFederal","Master","Married","Professional",56332.16,"Male",1902,40,"UnitedStates",570,1
2879381,34,"Private","HSgrad","Divorced","Repair",117418,"Male",0,40,"UnitedStates",0,0
2879709,65,"Consultant","Bachelor",NA,"Sales",47212.88,"Male",0,15,"UnitedStates",0,0
2880371,25,"Private","College","Married","Executive",40218.73,"Male",0,50,"UnitedStates",0,0
2880772,22,"Private","Yr10","Unmarried","Service",152556.47,"Female",0,40,"UnitedStates",0,0
2881458,53,"PSLocal","Bachelor","Divorced","Professional",154361.29,"Female",0,57,"UnitedStates",0,0
2881524,19,"Private","Yr10","Absent","Cleaner",190775.87,"Male",0,25,"UnitedStates",0,0
2881929,80,NA,"HSgrad","Widowed",NA,45323.8,"Male",0,24,"UnitedStates",0,0
2882221,62,"Private","Bachelor","Widowed","Executive",61697.38,"Male",0,50,"UnitedStates",10520,1
2882498,47,"Private","College","Absent","Clerical",89171.55,"Female",0,40,"UnitedStates",NA,1
2882883,36,"Private","College","Married","Machinist",68880.07,"Male",0,40,"UnitedStates",0,0
2882895,38,"Private","Yr10",NA,"Machinist",2850.04,"Female",0,40,"UnitedStates",0,0
2882916,23,"PSLocal","HSgrad","Absent","Transport",170747.37,"Male",0,40,"UnitedStates",0,0
2883794,36,"Private","Bachelor","Absent","Sales",51380.89,"Female",0,50,"China",0,0
2885094,61,"Private","Yr11","Married","Service",61625.98,"Male",0,40,"UnitedStates",18004,1
2886389,90,NA,"HSgrad","Widowed",NA,78499.8,"Female",2904,40,"UnitedStates",0,0
2886400,45,"PSLocal","Yr11","Married","Service",194272.44,"Female",0,25,"UnitedStates",0,0
2887002,18,NA,"College","Absent",NA,191235.86,"Female",0,30,"UnitedStates",NA,0
2887070,54,NA,"HSgrad","Widowed",NA,242384.88,"Female",0,40,"UnitedStates",0,0
2887294,38,"Consultant","HSgrad","Married","Repair",64135.08,"Male",0,40,"UnitedStates",0,0
2887634,59,"PSState","College","Married","Executive",25777.83,"Male",1452.66666666667,40,"UnitedStates",0,0
2887639,49,"SelfEmp","College","Married","Executive",46338.83,"Male",0,50,"UnitedStates",15024,1
2887975,30,"Private","Vocational","Divorced","Professional",129974.32,"Female",0,36,"UnitedStates",0,0
2889217,19,NA,"College","Absent",NA,114971.96,"Female",0,35,"UnitedStates",0,0
2889590,23,"Private","HSgrad","Absent","Clerical",202402.29,"Female",0,40,"UnitedStates",0,0
2889800,NA,"Private","Bachelor","Absent","Executive",33111.94,"Male",0,35,"UnitedStates",0,0
2890033,39,"Private","HSgrad","Married","Sales",32530.94,"Male",0,40,"UnitedStates",0,0
2890644,30,"Private","Bachelor","Married","Repair",46105.65,"Male",0,40,"UnitedStates",0,0
2890756,37,"Private","Yr10","Divorced","Service",103859.17,"Female",0,33,"UnitedStates",0,0
2890886,38,"Private","Associate","Married","Support",38068.45,"Male",0,40,"UnitedStates",41489,1
2890987,62,"SelfEmp","HSgrad",NA,"Executive",60126.03,"Male",0,72,"UnitedStates",20051,1
2891920,26,"Private","HSgrad","Divorced","Service",198532.91,"Female",0,35,"UnitedStates",0,0
2892046,20,"Private","HSgrad","Absent","Clerical",182535.72,"Female",0,15,"UnitedStates",0,0
2892435,20,"Private","College","Absent","Clerical",53690.25,"Female",0,25,"UnitedStates",0,0
2892649,29,"Private","Bachelor","Absent","Executive",232190.37,"Female",0,40,"UnitedStates",0,0
2892854,18,NA,"College","Absent",NA,198363.69,"Female",1068,20,"UnitedStates",0,0
2893171,45,"Private","Yr5t6","Absent","Machinist",244094.33,"Female",0,35,"UnitedStates",0,0
2893781,42,"Private","HSgrad","Married-spouse-absent","Cleaner",144329.09,"Male",0,40,NA,0,0
2894143,49,"Private","Bachelor","Divorced","Support",219585.47,"Female",0,35,"UnitedStates",0,0
2894750,58,"Private","Master","Absent","Clerical",NA,"Female",0,24,"UnitedStates",8324,1
2896042,32,"PSFederal","Associate","Married","Protective",49843.23,"Male",0,50,"UnitedStates",0,0
2896109,47,"Private","HSgrad","Married","Executive",18399.69,"Male",0,49,"UnitedStates",392,1
2896125,39,"PSLocal","Master","Married","Professional",55766.75,"Male",0,45,"UnitedStates",4393,1
2896138,30,NA,"Bachelor","Married",NA,187321.26,"Female",0,4,"UnitedStates",0,0
2896346,39,"Private","HSgrad","Divorced","Farming",108488.5,"Female",0,40,"UnitedStates",0,0
2896611,25,"Private","HSgrad","Absent","Service",248077.98,"Female",0,22,"UnitedStates",0,0
2897025,23,"Private","Bachelor","Absent","Executive",97048.3,"Male",0,40,"UnitedStates",0,0
2897393,39,"Private","Yr10","Married","Repair",14288.61,"Male",0,60,"UnitedStates",7396,1
2898927,44,"PSLocal","Master","Married","Professional",20904.75,"Male",0,35,"UnitedStates",5951,1
2899030,66,"PSState","HSgrad","Widowed","Professional",181339.08,"Female",0,35,"UnitedStates",0,0
2899273,41,NA,"Yr5t6","Married",NA,33370.11,"Male",0,32,"Mexico",0,0
2899993,46,"Private","HSgrad","Divorced","Repair",46570.3,"Female",0,40,"UnitedStates",0,0
2900230,25,"Private","College","Absent","Cleaner",147746.79,"Male",0,40,"UnitedStates",0,0
2900468,51,"Private","Bachelor","Married","Executive",36142.27,"Male",0,55,"UnitedStates",0,0
2901552,37,"Private","HSgrad","Divorced","Repair",73494.43,"Male",0,49,"UnitedStates",0,0
2902433,24,"Private","Bachelor","Absent","Professional",57316.3,"Female",0,8,"UnitedStates",0,0
2904166,29,"Private",NA,"Married","Service",51147.13,"Male",0,42,"UnitedStates",7298,1
2904748,24,"Private","HSgrad","Absent","Clerical",134221.68,"Male",0,40,"UnitedStates",0,0
2905081,30,"Consultant","Vocational","Divorced","Machinist",84378.47,"Female",0,40,"UnitedStates",0,0
2905125,34,"Private","College","Married","Cleaner",48360.27,"Male",0,50,"UnitedStates",0,0
2905753,54,"Private",NA,"Married","Executive",73125.33,"Male",1887,44,"UnitedStates",2859,1
2906657,19,NA,"College","Absent",NA,135695.4,"Male",0,40,"UnitedStates",0,0
2907200,23,"Private","HSgrad","Absent","Repair",273107.34,"Male",0,45,"Fiji",0,0
2907416,48,"Consultant","College","Divorced","Sales",71417.14,"Male",0,NA,"UnitedStates",2952,1
2907775,47,"Private","College","Divorced","Service",149074.76,"Female",0,44,"UnitedStates",0,0
2907795,38,"Private","College","Absent","Service",97004.52,"Male",0,40,"UnitedStates",0,0
2907894,60,"Private","College","Divorced","Professional",49702.66,"Male",0,42,"UnitedStates",0,0
2909075,25,"Private","HSgrad",NA,"Machinist",57353.29,"Male",NA,48,"UnitedStates",0,0
2909286,18,"Private","Yr11","Absent","Professional",85040.98,"Female",0,16,"UnitedStates",0,0
2910657,40,"Private","HSgrad","Divorced","Sales",84342.44,"Male",0,60,"UnitedStates",4432,1
2910664,28,"Private","Bachelor","Married",NA,266849.53,"Female",0,45,"UnitedStates",5272,1
2911073,41,"Consultant","Bachelor","Married","Farming",33141.63,"Male",0,75,"UnitedStates",12721,1
2911575,24,"Private","College","Married",NA,4520.01,"Male",0,40,"UnitedStates",0,0
2914550,47,"Consultant","Master","Absent","Professional",82672.56,"Female",0,50,"UnitedStates",0,0
2915131,68,"Private","HSgrad","Married","Clerical",61550.28,"Male",0,24,"UnitedStates",0,0
2916008,34,"Private","College","Married","Executive",65809.1,"Male",0,40,NA,0,0
2916033,28,"Private","Associate","Divorced","Executive",59778.43,"Female",0,43,"UnitedStates",0,0
2916797,43,"PSState","Vocational","Married","Professional",185151.83,"Female",NA,40,"UnitedStates",0,1
2917028,41,"Private","HSgrad","Divorced","Support",119344.37,"Female",0,40,"UnitedStates",0,0
2917228,38,"Private","HSgrad","Divorced","Machinist",193915.66,"Male",0,40,"UnitedStates",0,0
2917561,59,"Private","HSgrad","Divorced","Executive",107266.15,"Female",0,40,"UnitedStates",0,0
2917610,17,"Private","HSgrad","Absent","Service",84950.95,"Male",0,40,"UnitedStates",0,0
2917768,22,"Private","College","Absent","Clerical",161785.97,"Female",0,20,"UnitedStates",0,0
2917818,58,"PSFederal","Bachelor","Married","Executive",4064.4,"Male",0,40,"UnitedStates",2661,1
2918672,31,"Private","College","Absent","Clerical",255407.09,"Female",0,35,"UnitedStates",0,0
2918973,40,"Private","HSgrad","Married","Executive",33505.93,"Male",0,40,"UnitedStates",11571,1
2919142,35,"Consultant","HSgrad","Married","Repair",20396.45,"Male",0,60,"UnitedStates",8363,1
2919695,21,"Private","College","Absent","Clerical",148619.48,"Female",0,8,"UnitedStates",0,0
2919752,51,"Private","College","Married","Executive",241535.25,"Female",0,20,"UnitedStates",0,1
2920552,NA,"Private",NA,"Married","Executive",32664.24,"Male",0,50,"UnitedStates",0,0
2921123,34,"Private","HSgrad","Divorced","Machinist",187335.09,"Female",0,40,"UnitedStates",0,0
2921706,31,"SelfEmp","Vocational","Married","Farming",43828.74,"Male",0,55,"UnitedStates",0,0
2922626,52,"PSLocal","College","Married","Transport",48418.98,"Male",0,40,"UnitedStates",0,0
2922974,33,"PSState","College","Unmarried","Professional",50805.99,NA,0,40,"UnitedStates",10520,1
2923691,28,"Consultant","Master","Absent","Professional",260985.82,"Male",0,40,"UnitedStates",0,0
2924514,20,"Private",NA,"Married","Sales",134382.82,"Male",0,32,"UnitedStates",0,0
2926560,23,"Private","College","Absent","Repair",231081,"Male",0,15,"UnitedStates",0,0
2926691,NA,"Private","HSgrad","Married","Professional",50882.96,"Male",0,40,"UnitedStates",3770,1
2927055,59,"Private","College","Divorced","Repair",70264.26,"Male",0,40,"UnitedStates",0,0
2927247,21,"Private","HSgrad","Absent","Repair",155335.18,"Male",0,13,NA,0,0
2927642,27,"PSLocal",NA,"Absent","Transport",NA,"Female",0,40,"UnitedStates",0,0
2928257,32,"Private","Bachelor","Absent","Professional",141836.24,"Male",0,40,"UnitedStates",NA,0
2928278,31,"Consultant","Bachelor","Divorced","Executive",136857.32,"Male",0,60,"UnitedStates",1161,1
2928340,36,"Private","Bachelor","Absent","Executive",76602.27,"Male",0,70,"UnitedStates",0,0
2928713,43,"Private","Bachelor","Married","Executive",238223.41,"Female",0,40,NA,0,0
2929263,59,"Private","College","Divorced","Executive",100373.95,"Female",0,52,"Fiji",0,0
2930039,31,"Private","Bachelor","Married","Executive",274006.31,"Female",1902,35,"UnitedStates",9394,1
2930733,25,"Private","HSgrad","Absent","Clerical",60358.66,"Female",0,48,"UnitedStates",0,0
2930882,34,"Private","Vocational","Married","Repair",33309.21,"Male",0,40,"UnitedStates",7688,1
2931036,29,"Private","Bachelor","Absent","Clerical",26210.82,"Female",0,40,"Japan",0,0
2932115,56,"Private","Master","Married","Professional",45963.72,"Male",0,40,NA,0,1
2932715,21,"Private","HSgrad","Absent","Machinist",82933.5,"Female",0,40,"Peru",0,0
2933373,39,"PSFederal","HSgrad","Absent","Military",57253.2,"Male",0,50,"UnitedStates",NA,0
2933592,20,"Private","College","Absent","Transport",188401.85,"Male",0,NA,"UnitedStates",0,0
2933720,66,"PSState","College","Divorced","Executive",79324.71,"Female",0,55,"UnitedStates",0,0
2933910,31,"Private","HSgrad","Married","Farming",30209.18,"Male",0,NA,"UnitedStates",0,0
2934200,38,"SelfEmp","College","Married","Sales",111.96,"Male",1485,60,"Cuba",NA,1
2935072,35,"Private","Master","Absent","Sales",86318.21,"Male",0,60,"UnitedStates",0,0
2935245,29,"PSState","HSgrad","Married","Protective",47571.83,"Male",0,42,"UnitedStates",0,0
2935466,24,"Private","Bachelor","Absent","Clerical",37427.82,"Female",0,40,"UnitedStates",0,0
2935535,18,"Private","HSgrad","Absent","Clerical",140017.71,"Female",0,35,"UnitedStates",0,0
2935705,52,"Private","Vocational","Married","Repair",18812.11,"Male",0,40,"UnitedStates",0,0
2935747,25,"Private","Vocational","Absent","Service",156849.19,"Female",0,40,"UnitedStates",0,0
2936556,39,"Private","Associate","Divorced","Service",187220.01,"Female",0,40,"UnitedStates",0,0
2937175,23,"Private","Bachelor","Absent","Service",59794.68,"Male",0,40,"UnitedStates",0,0
2937232,34,"PSState","Master","Married","Machinist",NA,"Male",1848,40,"UnitedStates",9828,1
2937542,43,"PSLocal","Master","Absent","Executive",76667.05,"Female",0,NA,"UnitedStates",10520,1
2937553,51,"Private","College","Divorced","Executive",135376.58,"Female",0,50,"UnitedStates",832,1
2937761,59,"SelfEmp","Vocational","Divorced","Professional",72915.42,"Male",0,50,"UnitedStates",4543,1
2937966,27,"Private","HSgrad","Absent","Cleaner",102452.78,"Male",0,40,"UnitedStates",0,0
2938145,25,"Private","Yr1t4","Absent","Home",102592.88,"Female",0,40,"Guatemala",0,0
2938152,60,"PSState","Vocational","Widowed","Service",NA,"Female",0,37,"UnitedStates",0,0
2938362,59,"Private","HSgrad","Married","Repair",31654.01,"Male",0,40,"UnitedStates",3745,1
2939339,30,"Private","Bachelor","Married","Executive",46019.2,"Male",0,40,"UnitedStates",2696,1
2939833,40,"Private","Bachelor","Married","Clerical",48093.47,"Male",NA,40,"UnitedStates",NA,1
2939883,21,"Private","HSgrad","Absent","Transport",85369.91,"Male",0,40,"UnitedStates",0,0
2940787,53,"PSState","Doctorate","Married","Professional",35472.13,"Male",0,50,"UnitedStates",7688,1
2942469,48,"Private","Bachelor","Divorced","Sales",59837.84,"Male",NA,40,"UnitedStates",4421,1
2942617,33,"Private","Yr12","Absent","Protective",48279.46,"Male",0,40,"UnitedStates",0,0
2942850,24,"Private","Bachelor","Absent","Clerical",169039.57,"Male",NA,40,"UnitedStates",0,0
2943326,37,"PSFederal","HSgrad","Divorced","Professional",154165.96,"Female",0,40,NA,0,0
2944127,NA,"Private","Bachelor","Married","Professional",285266.54,"Female",0,43,"UnitedStates",7688,1
2944710,34,"Private","HSgrad","Married","Repair",69743.61,"Male",0,40,"UnitedStates",0,0
2945314,56,"Private","College","Married","Sales",21621.77,"Male",1848,50,"UnitedStates",7619,1
2945504,28,"Private","Yr1t4","Married-spouse-absent","Service",88603.86,"Female",0,35,"NewZealand",0,0
2946424,37,"Private","Associate","Married","Service",330425.52,"Female",0,25,"UnitedStates",0,0
2946497,26,"Private","Bachelor","Absent","Support",176074.87,"Female",0,35,"UnitedStates",0,0
2946616,48,"Private","College","Divorced","Clerical",69158.11,"Female",0,48,NA,0,0
2946819,41,"Private","HSgrad","Married","Machinist",NA,"Male",0,40,"UnitedStates",0,0
2946966,23,"Private","Associate","Absent","Service",187922.21,"Male",0,60,"UnitedStates",0,0
2947114,69,"Private","College","Widowed","Clerical",NA,"Female",0,24,"UnitedStates",0,0
2947248,27,"Private","College","Married","Clerical",234596.67,"Female",0,45,"UnitedStates",0,0
2947796,37,"Private","College","Married","Machinist",34289.51,"Male",0,40,"UnitedStates",9122,1
2948009,44,"Private","Bachelor","Absent","Service",77294.77,"Male",0,40,"UnitedStates",3286,1
2948162,25,"Private","Bachelor","Absent","Service",40551.53,"Female",0,38,"UnitedStates",0,0
2948410,56,"Private","Yr12","Married","Repair",42325.56,"Male",0,40,"Italy",0,0
2948498,49,"Private","College","Married","Clerical",104421.12,"Female",0,40,"UnitedStates",5199,1
2949518,20,NA,"College","Absent",NA,78076.6,"Male",0,60,"UnitedStates",0,0
2950596,26,"Private","HSgrad","Absent","Service",172345.68,"Male",0,40,"UnitedStates",0,0
2950825,42,"Private","Master","Absent","Professional",65271.28,"Female",0,40,"UnitedStates",0,0
2951521,41,"Private","HSgrad","Absent","Service",68654.39,"Male",0,6,"Iran",0,0
2951624,35,"Private","Bachelor","Married","Executive",36579.68,"Male",0,40,"UnitedStates",1058,1
2951912,34,"Private","College","Divorced","Clerical",93561.63,"Female",0,40,"UnitedStates",0,0
2951918,23,"Private","Master","Absent","Sales",47308.23,"Female",0,20,"UnitedStates",0,0
2952270,45,"Consultant","College","Absent","Farming",143702.75,"Male",0,75,"UnitedStates",0,0
2953464,61,"Private","College","Divorced","Service",41324.17,"Female",0,30,"UnitedStates",0,0
2953513,65,"Private","College","Divorced","Professional",66193.46,"Male",0,50,"UnitedStates",11678,1
2953581,38,"Private","College","Divorced","Sales",145813.22,"Female",0,40,NA,0,0
2953752,35,"Private","College","Married","Repair",18452.54,"Male",0,50,"UnitedStates",0,0
